"Codigo","Edad","Empleado","Estado Civil","Ocupacion","Genero","Horas por semana","Pais"
197977,48,"Independiente","Casado","Agricultura","Male",50,"United-States"
198077,39,"Publico-Municipal","Divorciado","Personal de aseo","Male",40,"United-States"
198177,53,"Publico-Municipal","Divorciado","Personal especializado","Female",50,"United-States"
198277,49,"Publico-Departamental","Casado","Personal administrativo","Male",40,"United-States"
198377,31,"Privado","Soltero","Ejecutivo y Gerencial","Female",40,"United-States"
198477,36,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
198577,60,"Independiente","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
198677,29,"Privado","Soltero","Personal de inspeccion ","Male",48,"United-States"
198777,54,"Independiente","Casado","Ventas","Male",45,"United-States"
198877,28,,"Casado",,"Female",3,"United-States"
198977,34,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",50,"United-States"
199077,30,"Privado","Soltero","Ventas","Female",35,"United-States"
199277,26,"Privado","Soltero","Personal de aseo","Male",40,"United-States"
199377,47,"Privado","Soltero","Ventas","Male",70,"United-States"
199477,50,"Privado","Divorciado","Ejecutivo y Gerencial","Male",38,"United-States"
199577,30,"Privado","Soltero","Ejecutivo y Gerencial","Female",45,"United-States"
199677,44,"Privado","Divorciado","Personal de inspeccion ","Male",50,"United-States"
199777,49,"Privado","Casado","Ventas","Male",60,"United-States"
199877,75,"Independiente","Casado","Personal especializado","Female",50,"United-States"
199977,37,"Privado","Casado","Ventas","Male",55,"United-States"
200077,51,"Publico-Nacional","Divorciado","Mantenimiento y Reparaciones generales","Male",38,"United-States"
200177,35,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",35,"United-States"
200277,28,"Privado","Soltero","Ventas","Female",40,"United-States"
200377,66,"Independiente","Casado","Agricultura","Male",40,"United-States"
200477,72,"Privado","Casado","Ejecutivo y Gerencial","Female",48,"United-States"
200577,39,"Privado","Separado","Ventas","Male",50,"United-States"
200677,27,"Privado","Soltero","Agricultura","Male",30,"United-States"
200877,24,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",38,"United-States"
200977,28,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",70,"United-States"
201077,23,"Privado","Casado","Servicios generales","Female",50,"United-States"
201177,31,"Privado","Soltero","Ejecutivo y Gerencial","Female",40,"United-States"
201277,23,"Privado","Soltero","Servicios generales","Female",20,"United-States"
201377,31,"Privado","Soltero","Servicios generales","Female",40,"United-States"
201477,27,"Publico-Municipal","Soltero","Personal especializado","Female",40,"United-States"
201577,30,"Privado","Casado","Personal especializado","Male",45,"United-States"
201777,34,"Privado","Soltero","Personal especializado","Male",60,"United-States"
201877,57,"Publico-Departamental","Soltero","Personal administrativo","Male",40,"United-States"
202077,23,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
202177,24,"Publico-Municipal","Casado","Servicios generales","Female",40,"United-States"
202477,35,"Privado","Divorciado","Servicios generales","Female",40,"United-States"
202577,36,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
202677,23,,"Soltero",,"Female",50,"United-States"
202777,47,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
202877,35,"Privado","Soltero","Personal de aseo","Male",40,"United-States"
202977,44,"Publico-Departamental","Casado","Apoyo técnico","Male",40,"United-States"
203077,32,"Publico-Nacional","Casado","Personal especializado","Male",50,"United-States"
203177,32,"Privado","Casado","Ejecutivo y Gerencial","Female",40,"United-States"
203277,63,"Independiente","Casado","Personal especializado","Female",10,"United-States"
203377,34,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
203477,47,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
203577,27,"Privado","Casado","Ventas","Male",35,"United-States"
203677,23,"Privado","Separado","Ejecutivo y Gerencial","Female",42,"United-States"
203777,19,,"Soltero",,"Female",40,"United-States"
203877,50,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",38,"United-States"
203977,49,"Publico-Nacional","Casado","Personal especializado","Male",40,"United-States"
204077,36,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
204177,23,"Privado","Soltero","Ejecutivo y Gerencial","Male",40,"United-States"
204277,61,"Privado","Viudo","Servicios generales","Female",38,"United-States"
204377,41,"Privado","Casado","Agricultura","Male",16,"United-States"
204477,27,"Independiente","Casado","Ejecutivo y Gerencial","Male",60,"United-States"
204577,53,"Privado","Divorciado","Ejecutivo y Gerencial","Male",70,"United-States"
204677,17,"Independiente","Soltero","Personal administrativo","Male",10,"United-States"
204777,23,,"Soltero",,"Male",30,"United-States"
204877,53,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
204977,28,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",42,"United-States"
205077,24,"Privado","Casado","Personal especializado","Female",40,"United-States"
205177,22,"Privado","Soltero","Personal administrativo","Female",20,"United-States"
205277,53,"Privado","Casado","Ventas","Male",50,"United-States"
205377,18,"Privado","Soltero","Servicios generales","Male",20,"United-States"
205577,20,"Privado","Soltero","Ventas","Female",40,"United-States"
205677,30,"Publico-Municipal","Casado","Transporte","Male",40,"United-States"
205777,37,"Publico-Nacional","Soltero","Personal especializado","Male",40,"United-States"
205877,34,"Privado","Casado","Transporte","Male",40,"United-States"
205977,19,"Privado","Soltero","Personal de aseo","Male",30,"United-States"
206177,47,"Privado","Divorciado","Servicios generales","Female",40,"United-States"
206277,20,,"Soltero",,"Male",32,"United-States"
206377,22,"Privado","Soltero","Personal especializado","Female",40,"United-States"
206477,42,"Publico-Municipal","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
206577,60,"Privado","Divorciado","Personal administrativo","Female",40,"United-States"
206777,46,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
206877,66,"Privado","Viudo","Personal administrativo","Female",40,"United-States"
206977,37,"Privado","Casado","Servicios generales","Female",30,"United-States"
207077,34,"Privado","Divorciado","Ejecutivo y Gerencial","Male",44,"United-States"
207177,45,"Privado","Soltero","Personal especializado","Male",46,"United-States"
207277,35,"Privado","Casado","Agricultura","Male",40,"United-States"
207377,63,,"Casado",,"Male",40,"United-States"
207477,51,"Publico-Municipal","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
207577,36,"Publico-Municipal","Casado","Servicios de Telecomunicaciones","Male",40,"United-States"
207677,25,"Publico-Departamental","Soltero","Personal administrativo","Male",40,"United-States"
207777,51,"Privado","Divorciado","Servicios generales","Female",38,"United-States"
207877,25,"Independiente","Soltero","Personal de inspeccion ","Male",40,"United-States"
207977,19,"Privado","Soltero","Agricultura","Male",45,"United-States"
208077,47,"Privado","Casado","Ejecutivo y Gerencial","Male",45,"United-States"
208177,59,"Publico-Municipal","Separado","Servicios de Telecomunicaciones","Female",40,"United-States"
208277,34,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
208377,40,"Privado","Separado","Ejecutivo y Gerencial","Female",60,"United-States"
208477,42,"Privado","Divorciado","Personal de inspeccion ","Male",45,"United-States"
208677,37,"Privado","Casado","Ejecutivo y Gerencial","Male",60,"United-States"
208777,51,"Independiente","Casado","Ventas","Male",38,"United-States"
208877,25,"Privado","Soltero","Personal administrativo","Male",36,"United-States"
208977,31,"Publico-Departamental","Casado","Personal administrativo","Female",40,"United-States"
209077,37,"Privado","Casado","Servicios generales","Male",44,"United-States"
209177,42,"Privado","Casado","Ventas","Male",45,"United-States"
209277,29,,"Soltero",,"Male",40,"United-States"
209377,35,"Privado","Divorciado","Ventas","Male",50,"United-States"
209477,51,"Privado","Casado","Ventas","Male",47,"United-States"
209577,22,,"Soltero",,"Male",36,"United-States"
209677,49,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
209877,56,"Publico-Municipal","Divorciado","Personal administrativo","Female",46,"United-States"
209977,52,"Privado","Casado","Personal especializado","Male",45,"United-States"
210177,47,"Publico-Nacional","Divorciado","Ejecutivo y Gerencial","Female",40,"United-States"
210277,52,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
210377,30,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Female",40,"United-States"
210477,43,"Independiente","Casado","Ventas","Male",55,"United-States"
210677,17,,"Soltero",,"Male",40,"United-States"
210777,42,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
210977,58,"Publico-Municipal","Casado","Agricultura","Male",40,"United-States"
211077,66,"Privado","Casado","Ventas","Male",40,"United-States"
211177,30,"Privado","Casado","Servicios de Telecomunicaciones","Male",60,"United-States"
211277,46,"Privado","Separado","Personal administrativo","Female",40,"United-States"
211377,45,"Privado","Casado","Personal administrativo","Female",35,"United-States"
211477,57,"Privado","Soltero","Ventas","Female",40,"United-States"
211577,25,"Privado","Soltero","Ejecutivo y Gerencial","Male",40,"United-States"
211677,21,"Publico-Nacional","Soltero","Apoyo técnico","Female",10,"United-States"
211777,37,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",55,"United-States"
211877,45,"Publico-Municipal","Divorciado","Personal especializado","Female",30,"United-States"
211977,61,,"Viudo",,"Female",5,"United-States"
212077,39,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
212177,42,"Privado","Casado","Personal administrativo","Female",53,"United-States"
212277,20,"Privado","Soltero","Personal de inspeccion ","Female",40,"United-States"
212377,23,"Privado","Soltero","Servicios de Telecomunicaciones","Male",16,"United-States"
212477,25,"Privado","Soltero","Apoyo técnico","Male",40,"United-States"
212677,24,"Privado","Soltero","Ventas","Male",45,"United-States"
212777,20,,"Soltero",,"Female",15,"United-States"
212877,35,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",70,"United-States"
213077,47,"Publico-Nacional","Casado","Personal especializado","Male",50,"United-States"
213277,41,"Publico-Municipal","Divorciado","Personal especializado","Female",60,"United-States"
213377,31,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
213477,27,"Privado","Soltero","Ejecutivo y Gerencial","Female",25,"United-States"
213577,47,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
213677,44,"Privado","Soltero","Ventas","Female",40,"United-States"
213777,61,"Privado","Soltero","Personal de seguridad","Female",40,"United-States"
213977,46,"Privado","Soltero","Servicios generales","Female",28,"United-States"
214077,46,"Privado","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
214177,54,"Publico-Municipal","Viudo","Personal especializado","Female",38,"United-States"
214277,49,"Privado","Viudo","Apoyo técnico","Male",40,"United-States"
214377,56,"Publico-Municipal","Viudo","Personal administrativo","Female",40,"United-States"
214477,52,"Privado","Divorciado","Personal especializado","Female",40,"United-States"
214677,25,"Independiente","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
214777,18,"Privado","Soltero","Personal especializado","Female",40,"United-States"
214877,58,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
214977,31,"Publico-Nacional","Divorciado","Personal especializado","Male",40,"United-States"
215077,29,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",55,"United-States"
215177,28,"Privado","Soltero","Personal de inspeccion ","Male",40,"United-States"
215277,30,"Privado","Soltero","Personal administrativo","Male",48,"United-States"
215377,21,,"Soltero",,"Male",30,"United-States"
215477,44,"Privado","Casado","Personal especializado","Male",35,"United-States"
215577,75,"Privado","Viudo","Personal de seguridad","Female",70,"United-States"
215677,66,,"Casado",,"Male",40,"United-States"
215777,26,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
215877,33,"Independiente","Casado","Ventas","Male",50,"United-States"
215977,57,"Independiente","Casado","Ventas","Male",65,"United-States"
216177,41,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
216277,21,"Privado","Soltero","Servicios generales","Female",37,"United-States"
216377,17,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",17,"United-States"
216477,61,,"Casado",,"Male",55,"United-States"
216577,47,,"Casado",,"Female",8,"United-States"
216677,22,"Privado","Soltero","Servicios generales","Female",15,"United-States"
216777,47,"Privado","Casado","Ventas","Male",40,"United-States"
216877,45,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
216977,32,"Independiente","Divorciado","Ventas","Male",50,"United-States"
217077,59,"Privado","Separado","Personal de seguridad","Female",30,"United-States"
217177,38,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",50,"United-States"
217277,33,"Privado","Separado","Servicios de Telecomunicaciones","Female",40,"United-States"
217377,41,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
217477,51,"Privado","Casado","Transporte","Male",40,"United-States"
217577,42,"Privado","Casado","Ventas","Male",48,"United-States"
217677,27,"Privado","Casado","Personal especializado","Female",40,"United-States"
217777,60,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",45,"United-States"
217877,64,"Publico-Municipal","Divorciado","Personal administrativo","Female",35,"United-States"
217977,37,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
218077,54,"Independiente","Casado","Ejecutivo y Gerencial","Male",45,"United-States"
218177,36,"Privado","Casado","Ejecutivo y Gerencial","Female",50,"United-States"
218377,41,"Independiente","Divorciado","Ventas","Male",5,"United-States"
218477,35,"Independiente","Casado","Agricultura","Male",75,"United-States"
218577,63,"Independiente","Casado","Ventas","Male",68,"United-States"
218677,46,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
218777,47,"Independiente","Divorciado","Personal especializado","Male",40,"United-States"
218877,24,"Privado","Soltero","Personal de inspeccion ","Male",65,"United-States"
218977,29,"Privado","Soltero","Ventas","Male",30,"United-States"
219077,74,"Publico-Departamental","Viudo","Transporte","Female",18,"United-States"
219177,50,"Privado","Casado","Transporte","Male",70,"United-States"
219277,22,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
219377,48,"Privado","Separado","Personal administrativo","Female",40,"United-States"
219577,32,"Privado","Casado","Ventas","Male",40,"United-States"
219677,39,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
219777,49,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
219877,25,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
219977,50,"Privado","Casado","Personal administrativo","Female",40,"United-States"
220077,44,"Privado","Casado","Transporte","Male",40,"United-States"
220177,65,"Privado","Casado","Agricultura","Male",60,"United-States"
220277,28,"Publico-Departamental","Casado","Personal administrativo","Male",60,"United-States"
220377,55,"Privado","Viudo","Personal administrativo","Female",40,"United-States"
220477,49,"Publico-Municipal","Soltero","Personal especializado","Female",50,"United-States"
220577,31,"Privado","Separado","Ejecutivo y Gerencial","Female",12,"United-States"
220677,47,"Privado","Casado","Personal de inspeccion ","Female",40,"United-States"
220777,45,"Privado","Casado","Transporte","Male",40,"United-States"
220877,35,"Privado","Soltero","Servicios generales","Female",40,"United-States"
221077,49,"Publico-Municipal","Viudo","Servicios de Telecomunicaciones","Male",40,"United-States"
221177,39,,"Divorciado",,"Female",35,"United-States"
221277,27,"Privado","Soltero","Servicios generales","Female",42,"United-States"
221377,42,"Privado","Casado","Personal de aseo","Male",40,"United-States"
221477,60,,"Casado",,"Male",30,"United-States"
221577,64,"Independiente","Soltero","Servicios generales","Male",40,"United-States"
221677,33,"Privado","Casado","Ventas","Male",48,"United-States"
221777,23,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
221877,45,"Privado","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
221977,34,"Privado","Soltero","Personal de inspeccion ","Female",40,"United-States"
222177,22,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",30,"United-States"
222277,57,"Publico-Nacional","Separado","Servicios generales","Female",35,"United-States"
222377,20,,"Soltero",,"Female",8,"United-States"
222477,23,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
222577,31,"Privado","Soltero","Transporte","Male",40,"United-States"
222677,23,"Publico-Nacional","Soltero","Apoyo técnico","Male",22,"United-States"
222777,30,"Privado","Separado","Personal administrativo","Female",40,"United-States"
222877,32,"Publico-Municipal","Separado","Personal especializado","Female",50,"United-States"
222977,42,"Privado","Casado","Personal administrativo","Female",40,"United-States"
223177,59,"Independiente","Casado","Ventas","Male",40,"United-States"
223277,36,"Privado","Soltero","Ejecutivo y Gerencial","Female",40,"United-States"
223377,45,"Privado","Soltero","Ventas","Male",40,"United-States"
223577,33,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
223677,43,"Privado","Divorciado","Personal especializado","Female",40,"United-States"
223777,60,"Privado","Casado","Apoyo técnico","Female",40,"United-States"
223877,37,"Publico-Nacional","Casado","Personal especializado","Male",55,"United-States"
223977,35,"Privado","Soltero","Apoyo técnico","Female",40,"United-States"
224077,36,"Privado","Casado","Personal administrativo","Male",52,"United-States"
224177,38,"Publico-Departamental","Casado","Personal especializado","Male",50,"United-States"
224277,54,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
224377,51,"Privado","Casado","Personal de aseo","Male",40,"United-States"
224477,45,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",45,"United-States"
224577,63,"Publico-Departamental","Divorciado","Ejecutivo y Gerencial","Female",40,"United-States"
224677,51,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
224777,58,"Independiente","Divorciado","Ventas","Male",18,"United-States"
224877,64,"Publico-Municipal","Divorciado","Personal administrativo","Female",40,"United-States"
224977,20,"Privado","Soltero","Personal de aseo","Male",40,"United-States"
225177,39,"Privado","Divorciado","Ejecutivo y Gerencial","Female",48,"United-States"
225277,45,"Publico-Nacional","Soltero","Personal administrativo","Female",40,"United-States"
225377,44,"Privado","Casado","Personal administrativo","Male",55,"United-States"
225477,22,"Publico-Departamental","Soltero","Ejecutivo y Gerencial","Female",40,"United-States"
225577,63,"Independiente","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
225677,26,"Privado","Separado","Servicios generales","Male",40,"United-States"
225777,42,"Independiente","Casado","Agricultura","Male",45,"United-States"
225877,20,"Privado","Soltero","Servicios generales","Female",25,"United-States"
225977,29,"Privado","Casado","Ventas","Male",40,"United-States"
226177,25,"Privado","Soltero","Transporte","Male",40,"United-States"
226277,27,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",50,"United-States"
226377,46,"Privado","Divorciado","Personal administrativo","Female",40,"United-States"
226477,31,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",60,"United-States"
226577,24,"Privado","Soltero","Ejecutivo y Gerencial","Male",35,"United-States"
226677,43,"Privado","Casado","Ventas","Male",50,"United-States"
226877,32,"Publico-Municipal","Soltero","Transporte","Female",37,"United-States"
227077,40,"Independiente","Casado","Ventas","Male",40,"United-States"
227177,38,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
227277,23,"Privado","Soltero","Personal de inspeccion ","Male",40,"United-States"
227377,19,"Privado","Soltero","Ventas","Female",10,"United-States"
227477,41,"Privado","Casado","Ventas","Male",40,"United-States"
227577,48,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
227677,23,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
227777,47,"Privado","Viudo","Servicios generales","Female",35,"United-States"
227877,42,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
227977,17,"Privado","Soltero","Ventas","Female",10,"United-States"
228077,29,"Publico-Municipal","Soltero","Personal especializado","Female",70,"United-States"
228177,21,"Publico-Nacional","Soltero","Personal especializado","Female",20,"United-States"
228277,18,,"Soltero",,"Male",27,"United-States"
228477,27,"Publico-Municipal","Soltero","Personal especializado","Female",40,"United-States"
228677,23,"Privado","Soltero","Ventas","Female",45,"United-States"
228877,46,"Publico-Municipal","Casado","Personal especializado","Male",35,"United-States"
229077,42,"Independiente","Casado","Mantenimiento y Reparaciones generales","Male",24,"United-States"
229177,18,"Privado","Soltero","Personal de aseo","Female",15,"United-States"
229277,46,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",37,"United-States"
229377,18,,"Soltero",,"Male",15,"United-States"
229477,52,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
229577,56,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Female",40,"United-States"
229677,21,"Privado","Soltero","Personal de inspeccion ","Male",40,"United-States"
229777,22,"Independiente","Soltero","Mantenimiento y Reparaciones generales","Male",20,"United-States"
229877,31,"Privado","Divorciado","Personal administrativo","Female",45,"United-States"
229977,41,"Independiente","Casado","Servicios generales","Male",60,"United-States"
230077,25,"Privado","Separado","Personal administrativo","Female",40,"United-States"
230177,43,"Independiente","Divorciado","Ejecutivo y Gerencial","Male",60,"United-States"
230277,45,"Privado","Separado","Ventas","Female",40,"United-States"
230377,26,"Privado","Divorciado","Apoyo técnico","Male",60,"United-States"
230477,90,"Privado","Soltero","Servicios generales","Male",35,"United-States"
230577,45,"Privado","Casado","Ventas","Male",40,"United-States"
230677,30,"Privado","Casado","Servicios generales","Female",40,"United-States"
230777,42,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
230877,20,"Privado","Soltero","Personal de aseo","Male",35,"United-States"
230977,53,"Privado","Casado","Personal especializado","Male",40,"United-States"
231077,64,"Publico-Nacional","Viudo","Personal administrativo","Female",38,"United-States"
231177,56,"Privado","Viudo","Transporte","Male",20,"United-States"
231277,42,"Privado","Casado","Personal especializado","Male",40,"United-States"
231377,26,"Privado","Casado","Ventas","Female",40,"United-States"
231477,31,"Publico-Municipal","Soltero","Personal administrativo","Female",40,"United-States"
231577,40,"Privado","Casado","Personal administrativo","Female",40,"United-States"
231677,58,"Privado","Viudo","Mantenimiento y Reparaciones generales","Male",40,"United-States"
231777,41,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
231877,58,"Independiente","Soltero","Ventas","Male",47,"United-States"
231977,62,"Publico-Nacional","Casado","Personal especializado","Male",60,"United-States"
232077,65,"Independiente","Casado","Ventas","Male",60,"United-States"
232177,40,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
232277,45,"Publico-Municipal","Casado","Servicios de Telecomunicaciones","Male",40,"United-States"
232377,22,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",55,"United-States"
232577,63,"Publico-Departamental","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
232677,39,"Privado","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
232777,37,"Privado","Viudo","Mantenimiento y Reparaciones generales","Male",40,"United-States"
232977,56,"Privado","Casado","Agricultura","Male",50,"United-States"
233077,32,"Privado","Divorciado","Ventas","Male",50,"United-States"
233277,32,"Privado","Divorciado","Personal especializado","Male",40,"United-States"
233377,23,"Independiente","Casado","Transporte","Male",60,"United-States"
233477,35,"Privado","Separado","Transporte","Male",90,"United-States"
233577,51,"Privado","Casado","Ejecutivo y Gerencial","Male",65,"United-States"
233677,19,"Privado","Soltero","Personal administrativo","Female",20,"United-States"
233877,22,"Privado","Soltero","Transporte","Male",25,"United-States"
233977,23,"Privado","Soltero","Apoyo técnico","Female",40,"United-States"
234177,27,,"Divorciado",,"Female",25,"United-States"
234477,21,"Privado","Soltero","Servicios generales","Female",40,"United-States"
234577,44,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
234677,29,"Privado","Casado","Ventas","Male",40,"United-States"
234777,36,"Independiente","Casado","Apoyo técnico","Male",60,"United-States"
234877,18,"Privado","Soltero","Personal de aseo","Male",40,"United-States"
234977,62,"Independiente","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
235077,25,"Publico-Departamental","Soltero","Ejecutivo y Gerencial","Male",40,"United-States"
235177,34,"Privado","Divorciado","Ejecutivo y Gerencial","Female",45,"United-States"
235277,31,"Privado","Soltero","Ejecutivo y Gerencial","Female",50,"United-States"
235377,37,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
235577,22,,"Soltero",,"Female",30,"United-States"
235677,28,"Privado","Casado","Ventas","Male",30,"United-States"
235777,22,,"Separado",,"Male",25,"United-States"
235877,47,"Privado","Casado","Servicios generales","Male",40,"United-States"
235977,67,,"Casado",,"Male",3,"United-States"
236077,20,,"Soltero",,"Male",40,"United-States"
236177,34,"Privado","Casado","Ejecutivo y Gerencial","Male",70,"United-States"
236277,26,"Privado","Casado","Personal especializado","Male",60,"United-States"
236377,36,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",44,"United-States"
236477,28,"Privado","Soltero","Personal de aseo","Male",40,"United-States"
236577,22,"Privado","Soltero","Transporte","Male",40,"United-States"
236677,47,"Privado","Separado","Servicios generales","Female",35,"United-States"
236777,33,"Privado","Soltero","Personal administrativo","Male",45,"United-States"
236877,34,"Independiente","Separado","Personal especializado","Female",40,"United-States"
236977,25,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
237177,36,"Publico-Nacional","Casado","Servicios de Telecomunicaciones","Male",40,"United-States"
237377,74,,"Casado",,"Male",40,"United-States"
237677,20,"Privado","Divorciado","Ventas","Female",40,"United-States"
237777,43,"Privado","Soltero","Ventas","Female",44,"United-States"
237977,25,"Privado","Separado","Personal administrativo","Female",40,"United-States"
238077,42,"Privado","Divorciado","Ejecutivo y Gerencial","Male",40,"United-States"
238177,23,,"Soltero",,"Female",35,"United-States"
238277,17,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",10,"United-States"
238377,39,,"Soltero",,"Male",40,"United-States"
238477,63,"Privado","Casado","Servicios generales","Female",40,"United-States"
238577,19,"Privado","Soltero","Ejecutivo y Gerencial","Female",30,"United-States"
238677,56,"Independiente","Casado","Ventas","Male",50,"United-States"
238777,33,"Independiente","Casado","Ventas","Male",45,"United-States"
238877,37,"Privado","Casado","Agricultura","Male",50,"United-States"
238977,27,"Privado","Casado","Transporte","Male",45,"United-States"
239077,36,"Publico-Municipal","Casado","Personal administrativo","Male",40,"United-States"
239277,22,"Privado","Soltero","Personal especializado","Male",55,"United-States"
239377,35,"Privado","Casado","Personal de aseo","Male",40,"United-States"
239477,20,"Privado","Soltero","Personal de aseo","Male",45,"United-States"
239577,18,"Privado","Soltero","Ventas","Female",40,"United-States"
239677,25,"Privado","Soltero","Personal de inspeccion ","Male",40,"United-States"
239777,53,"Privado","Soltero","Personal especializado","Female",54,"United-States"
239877,21,,"Soltero",,"Female",40,"United-States"
239977,19,"Privado","Soltero","Ventas","Female",35,"United-States"
240077,34,"Privado","Divorciado","Personal de inspeccion ","Male",30,"United-States"
240177,32,"Publico-Nacional","Soltero","Personal administrativo","Female",40,"United-States"
240277,20,"Privado","Soltero","Personal de inspeccion ","Male",40,"United-States"
240377,70,"Privado","Casado","Servicios generales","Male",25,"United-States"
240477,57,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
240577,54,"Privado","Casado","Ventas","Male",50,"United-States"
240677,34,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
240777,48,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
240877,42,"Privado","Casado","Servicios generales","Female",40,"United-States"
240977,45,"Privado","Soltero","Personal administrativo","Male",40,"United-States"
241077,27,"Privado","Soltero","Servicios generales","Male",40,"United-States"
241277,36,"Publico-Municipal","Divorciado","Personal administrativo","Female",65,"United-States"
241477,50,"Privado","Soltero","Agricultura","Male",40,"United-States"
241577,44,"Privado","Divorciado","Ejecutivo y Gerencial","Male",50,"United-States"
241677,39,"Publico-Municipal","Casado","Personal especializado","Male",40,"United-States"
241777,55,"Independiente","Casado","Agricultura","Male",25,"United-States"
241877,24,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
241977,35,"Privado","Soltero","Ventas","Male",40,"United-States"
242077,32,"Independiente","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
242177,66,,"Casado",,"Male",40,"United-States"
242277,68,"Privado","Viudo","Personal administrativo","Female",30,"United-States"
