Codigo;Edad;Empleado;Estado Civil;Ocupacion;Genero;Horas por semana;Pais
694277;46;Publico-Departamental;Casado;Ejecutivo y Gerencial;Masculino;40;Inglaterra
694677;31;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;45;Mexico
695377;46;Independiente;Divorciado;Ejecutivo y Gerencial;Femenino;63;Tailandia
695977;47;Privado;Divorciado;Personal administrativo;Masculino;40;Honduras
696577;29;Privado;Casado;Personal especializado;Masculino;60;India
696877;60;Privado;Divorciado;Personal administrativo;Femenino;35;Cuba
702677;21;Privado;Soltero;Servicios generales;Masculino;40;Peru
703077;52;Privado;Casado;Transporte;Masculino;60;Canada
703777;49;Privado;Divorciado;Ventas;Femenino;55;Inglaterra
704677;35;Privado;Casado;Apoyo técnico;Femenino;20; 
705877;20;Independiente;Soltero;Personal especializado;Femenino;20;España
706077;45;Privado;Viudo;Servicios generales;Femenino;50;España
706377;31;Publico-Departamental;Soltero;Ejecutivo y Gerencial;Femenino;40;Cuba
707177;30;Privado;Soltero;Agricultura;Masculino;40;Mexico
707377;32;Privado;Casado;Personal de inspeccion ;Masculino;40; 
708177;18;Privado;Soltero;Ventas;Femenino;20; 
708277;46;Privado;Soltero;Servicios generales;Femenino;25;Ecuador
709077;53;Privado;Casado;Servicios generales;Masculino;40;Republica Dominicana
709777;46;Privado;Divorciado;Personal de inspeccion ;Masculino;40; 
712377;38;Independiente;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
712577;32;Privado;Casado;Servicios generales;Masculino;40;Mexico
715477;20;Privado;Soltero;Ventas;Masculino;30; 
716277;24;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
716777;39;Privado;Viudo;Personal de aseo;Masculino;40; 
717777;44;Independiente;Casado;Transporte;Masculino;60; 
719477;65;;Casado;;Masculino;40;Mexico
720377;63;Independiente;Casado;Personal especializado;Masculino;32;China
720777;25;Privado;Soltero;Ventas;Masculino;45;Guatemala
721177;63;Privado;Casado;Personal administrativo;Masculino;40;Vietnam
721577;39;Publico-Nacional;Divorciado;Servicios de Telecomunicaciones;Masculino;40;Mexico
723177;27;Privado;Casado;Personal de inspeccion ;Femenino;40;Republica Dominicana
723577;58;Publico-Nacional;Casado;Servicios generales;Femenino;40;Honduras
724677;37;Publico-Departamental;Soltero;Servicios generales;Masculino;40;Japon
725477;48;Privado;Casado;Personal administrativo;Masculino;45; 
725977;42;Publico-Nacional;Casado;Personal especializado;Masculino;72;India
727677;42;Publico-Nacional;Soltero;Ejecutivo y Gerencial;Femenino;40;Italia
728577;40;Publico-Departamental;Soltero;Personal especializado;Femenino;40; 
728677;54;Publico-Nacional;Casado;Personal especializado;Masculino;40;India
728877;35;Privado;Casado;Servicios generales;Masculino;40;Yugoslavia
729077;28;Publico-Municipal;Soltero;Personal administrativo;Masculino;40;Haiti
729477;34;Privado;Soltero;Servicios generales;Femenino;40;Irlanda
730977;20;Privado;Soltero;Personal de inspeccion ;Femenino;60;Mexico
731177;49;Privado;Casado;Servicios generales;Femenino;8;Filipinas
731677;26;Privado;Soltero;Personal de seguridad;Femenino;15;Mexico
732077;46;Privado;Separado;Personal de inspeccion ;Femenino;40;Guatemala
732177;38;Publico-Nacional;Casado;Personal especializado;Masculino;40;España
732877;53;Publico-Nacional;Casado;Personal especializado;Masculino;40; 
734677;20;Privado;Soltero;Personal de inspeccion ;Femenino;40; 
735977;29;Privado;Soltero;Personal administrativo;Femenino;40;Portugal
736777;19;Privado;Soltero;Transporte;Masculino;25;Guatemala
739977;60;Privado;Casado;Personal especializado;Masculino;40; 
740377;30;Independiente;Casado;Ventas;Masculino;60;Iran
743477;23;Publico-Municipal;Casado;Personal administrativo;Femenino;40;Guatemala
743977;36;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
744977;20;Privado;Soltero;Ventas;Femenino;8;Mexico
745677;23;Privado;Casado;Servicios generales;Masculino;40;Mexico
746277;32;Publico-Departamental;Casado;Personal especializado;Masculino;40;Iran
747677;38;Privado;Soltero;Servicios generales;Masculino;40; 
749077;27;Privado;Casado;Ejecutivo y Gerencial;Masculino;40;Republica Dominicana
749277;25;Privado;Casado;Servicios generales;Femenino;25;Mexico
750877;29;Independiente;Casado;Mantenimiento y Reparaciones generales;Masculino;40;España
751677;29;Privado;Casado;Servicios generales;Masculino;40;Mexico
752677;46;Privado;Viudo;Servicios generales;Femenino;27;EL Salvador
753077;64;Privado;Casado;Apoyo técnico;Masculino;60;Filipinas
754777;54;Privado;Divorciado;Ejecutivo y Gerencial;Femenino;40;Italia
758477;28;Privado;Casado;Personal de aseo;Masculino;40;Mexico
759177;38;Privado;Casado;Personal de inspeccion ;Femenino;50;Canada
760777;43;Independiente;Casado;Personal de inspeccion ;Femenino;80;Tailandia
761577;43;Privado;Separado;Transporte;Masculino;40;Mexico
761677;46;Publico-Departamental;Divorciado;Personal administrativo;Femenino;40; 
761877;34;Privado;Soltero;Ejecutivo y Gerencial;Femenino;20;Inglaterra
763577;62;Publico-Nacional;Separado;Personal especializado;Femenino;24; 
766077;32;Privado;Casado;Personal especializado;Masculino;40;Ecuador
766877;27;Privado;Soltero;Servicios generales;Masculino;60;Mexico
767477;27;Privado;Separado;Personal especializado;Masculino;40;Filipinas
768977;30;Independiente;Casado;Ventas;Masculino;70; 
769877;53;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Vietnam
770177;33;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
770577;56;Privado;Viudo;Ventas;Femenino;25;Mexico
772877;22;Privado;Soltero;Personal de aseo;Masculino;24;Mexico
773177;43;Privado;Viudo;Personal especializado;Femenino;21;Mexico
773377;43;Privado;Separado;Apoyo técnico;Masculino;50;Colombia
773677;49;Independiente;Casado;Ventas;Masculino;60;Grecia
774077;51;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
775577;18;Privado;Soltero;Ventas;Femenino;8;Mexico
775677;17;Privado;Soltero;Servicios generales;Masculino;16;Haiti
776577;42;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
776977;53;Publico-Municipal;Casado;Servicios generales;Masculino;40;Mexico
777477;25;;Soltero;;Femenino;32;Mexico
779377;37;Privado;Casado;Personal especializado;Masculino;40;Japon
780177;47;Independiente;Casado;Personal especializado;Masculino;40;España
780977;38;Privado;Casado;Ventas;Masculino;40;Filipinas
783077;35;Publico-Departamental;Divorciado;Ejecutivo y Gerencial;Femenino;40;Filipinas
784077;33;;Separado;;Masculino;40;Guatemala
784577;35;Privado;Casado;Ventas;Masculino;40;India
785177;57;Privado;Casado;Servicios generales;Masculino;35; 
786277;41;Privado;Casado;Personal de inspeccion ;Femenino;40; 
786377;29;;Soltero;;Masculino;36; 
786677;59;Independiente;Casado;Ejecutivo y Gerencial;Masculino;60;Grecia
787277;28;Privado;Casado;Personal de aseo;Masculino;40;Mexico
789177;30;Privado;Casado;Personal de inspeccion ;Femenino;40;Portugal
789277;24;Privado;Casado;Personal de inspeccion ;Femenino;40;Puerto Rico
789577;26;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
789777;73;Publico-Municipal;Casado;Personal especializado;Masculino;10;Polonia
790377;35;Privado;Casado;Personal especializado;Femenino;8; 
791077;31;Privado;Soltero;Personal de aseo;Femenino;40;Vietnam
791677;33;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
792277;29;Privado;Casado;Ejecutivo y Gerencial;Masculino;40;Colombia
793377;29;Privado;Casado;Ventas;Femenino;26;India
794977;47;Privado;Divorciado;Servicios generales;Femenino;37;Puerto Rico
795477;23;Privado;Soltero;Servicios de Telecomunicaciones;Masculino;40;Mexico
796177;26;Privado;Soltero;Servicios generales;Masculino;40;Nicaragua
796577;23;Privado;Casado;Servicios generales;Masculino;40; 
798177;34;Publico-Departamental;Soltero;Ejecutivo y Gerencial;Masculino;40;Cambodia
798377;55;Privado;Divorciado;Personal de seguridad;Femenino;40;Francia
799177;27;Privado;Soltero;Agricultura;Masculino;50; 
801577;40;Privado;Casado;Servicios generales;Masculino;42;Cambodia
802077;23;Privado;Soltero;Personal de aseo;Masculino;32;Cuba
805077;39;Privado;Soltero;Ventas;Femenino;40;Polonia
805677;30;Privado;Casado;Ejecutivo y Gerencial;Femenino;50;Tailandia
806077;27;Privado;Soltero;Personal de inspeccion ;Masculino;40;Filipinas
806777;61;Independiente;Casado;Ventas;Masculino;63;España
807677;27;Publico-Nacional;Soltero;Personal especializado;Masculino;20;China
808177;21;Privado;Soltero;Agricultura;Masculino;50;Mexico
808977;54;;Casado;;Femenino;40;Mexico
809777;52;;Casado;;Masculino;40;Mexico
810077;32;Privado;Divorciado;Personal de aseo;Masculino;40;Nicaragua
811177;41;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;4;Peru
811377;48;Privado;Casado;Servicios generales;Masculino;30;China
812077;34;Independiente;Casado;Transporte;Masculino;75;Mexico
812577;36;Privado;Soltero;Personal especializado;Masculino;40;India
814677;41;Privado;Casado;Transporte;Masculino;45; 
815377;48;Privado;Casado;Ejecutivo y Gerencial;Masculino;40;Japon
816177;29;Privado;Casado;Personal de aseo;Masculino;80; 
820877;56;Privado;Divorciado;Ejecutivo y Gerencial;Masculino;40; 
821977;65;Privado;Divorciado;Personal administrativo;Femenino;59;Canada
822677;36;Independiente;Soltero;Personal especializado;Masculino;30; 
823877;47;Privado;Casado;Ejecutivo y Gerencial;Masculino;40;Japon
824577;32;Privado;Soltero;Personal de inspeccion ;Masculino;40;Mexico
825877;19;Privado;Soltero;Personal administrativo;Femenino;40;Puerto Rico
827477;48;Privado;Soltero;Personal de aseo;Masculino;40;Mexico
827577;56;Privado;Divorciado;Servicios generales;Femenino;40;Jamaica
828377;43;Privado;Casado;Personal de inspeccion ;Femenino;72; 
828877;46;Privado;Separado;Personal de aseo;Masculino;50;Mexico
830477;47;Privado;Casado;Personal administrativo;Masculino;45;Mexico
833077;54;Privado;Separado;Personal administrativo;Femenino;38;Puerto Rico
835177;25;Privado;Casado;Ventas;Masculino;25;EL Salvador
835777;37;Privado;Casado;Ventas;Femenino;33; 
836677;34;Privado;Casado;Personal especializado;Masculino;40; 
837777;24;Privado;Soltero;Servicios generales;Femenino;40;Mexico
840677;28;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
841577;45;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Filipinas
845377;72;Privado;Viudo;Personal de seguridad;Femenino;12;Cuba
846777;25;Privado;Soltero;Personal administrativo;Femenino;33;Mexico
847877;24;Privado;Casado;Personal de seguridad;Femenino;40; 
847977;30;Publico-Nacional;Casado;Personal especializado;Masculino;10;China
848877;39;Privado;Divorciado;Apoyo técnico;Femenino;40;Polonia
849877;35;Privado;Soltero;Personal especializado;Femenino;40;Filipinas
849977;38;Privado;Casado;Personal de aseo;Masculino;40;Mexico
850977;54;Publico-Nacional;Casado;Personal especializado;Femenino;40;China
853277;51;Privado;Casado;Personal de aseo;Masculino;40;Grecia
853677;49;Privado;Casado;Servicios generales;Masculino;40;Filipinas
854177;35;Publico-Municipal;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Cuba
855277;35;Independiente;Divorciado;Agricultura;Masculino;80;Puerto Rico
855877;37;Privado;Casado;Personal de inspeccion ;Masculino;40;Portugal
856377;49;Privado;Casado;Ejecutivo y Gerencial;Masculino;30;Hungria
856477;28;Privado;Separado;Servicios generales;Masculino;60;Mexico
857377;35;Privado;Casado;Servicios generales;Masculino;40;Vietnam
858877;20;Privado;Soltero;Servicios generales;Femenino;40;Mexico
863477;23;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40;Vietnam
865077;31;Privado;Casado;Personal de seguridad;Femenino;60;Jamaica
865277;49;Independiente;Casado;Mantenimiento y Reparaciones generales;Masculino;65;Polonia
868977;38;Privado;Casado;Personal especializado;Masculino;36;Filipinas
872777;36;Privado;Casado;Personal de inspeccion ;Masculino;40;Haiti
873577;31;Privado;Casado;Servicios generales;Masculino;40;Puerto Rico
873977;32;Privado;Casado;Servicios generales;Femenino;36;Puerto Rico
875477;31;Privado;Casado;Personal de aseo;Masculino;40;Mexico
881077;34;Privado;Soltero;Personal especializado;Masculino;40;España
881477;47;Privado;Casado;Personal administrativo;Masculino;40;Mexico
882977;24;Privado;Soltero;Servicios generales;Masculino;20;Canada
884477;46;Privado;Soltero;Personal administrativo;Femenino;47;Cuba
884877;27;;Casado;;Femenino;6;Mexico
885277;66;Privado;Casado;Servicios de Telecomunicaciones;Masculino;40;Canada
887277;29;Privado;Soltero;Servicios generales;Femenino;35; 
887477;36;Privado;Separado;Personal administrativo;Femenino;40;Filipinas
888577;21;Privado;Soltero;Personal de seguridad;Femenino;40;Mexico
888777;41;Privado;Casado;Agricultura;Masculino;40;Mexico
889777;63;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;España
889977;42;Independiente;Casado;Ejecutivo y Gerencial;Masculino;60;España
890477;40;Independiente;Casado;Ventas;Masculino;40; 
891677;41;Privado;Separado;Personal administrativo;Femenino;40; 
894877;56;Privado;Viudo;Personal de inspeccion ;Femenino;40;Republica Dominicana
895477;41;Privado;Casado;Servicios generales;Masculino;30;Vietnam
896177;57;Publico-Municipal;Viudo;Personal administrativo;Femenino;40;Mexico
898477;53;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;45;Italia
898677;28;;Separado;;Femenino;40;Mexico
899577;29;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Jamaica
899677;20;Privado;Soltero;Personal de aseo;Masculino;25;Mexico
900777;25;Privado;Soltero;Personal de inspeccion ;Masculino;40;Republica Dominicana
901277;37;Privado;Divorciado;Personal de aseo;Masculino;40;EL Salvador
901677;40;Publico-Municipal;Casado;Servicios generales;Masculino;40; 
901877;37;Privado;Divorciado;Ejecutivo y Gerencial;Femenino;40;Japon
901977;41;Privado;Casado;Agricultura;Masculino;40;Mexico
904177;28;Privado;Soltero;Ejecutivo y Gerencial;Femenino;40; 
904777;23;Privado;Casado;Servicios generales;Masculino;35;Mexico
904877;32;Privado;Soltero;Ejecutivo y Gerencial;Femenino;35;Inglaterra
906877;48;Privado;Casado;Personal de inspeccion ;Femenino;45;China
906977;51;Privado;Soltero;Servicios generales;Masculino;40;Haiti
907377;37;Independiente;Casado;Ejecutivo y Gerencial;Masculino;50;Puerto Rico
910777;71;;Viudo;;Femenino;16;Polonia
912977;18;Independiente;Soltero;Servicios generales;Femenino;30;India
913677;57;Privado;Soltero;Servicios generales;Masculino;40;Cuba
914777;37;Privado;Casado;Ejecutivo y Gerencial;Masculino;55;EL Salvador
914877;75;;Viudo;;Femenino;1;China
917777;20;Privado;Soltero;Personal administrativo;Femenino;38;Nicaragua
920277;35;Privado;Casado;Servicios generales;Femenino;24;Polonia
920377;33;Privado;Separado;Servicios generales;Femenino;40;China
920777;58;Privado;Viudo;Agricultura;Femenino;45;Guatemala
921677;38;Publico-Municipal;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Filipinas
921777;49;Privado;Casado;Ventas;Masculino;15;Mexico
922677;28;Publico-Municipal;Casado;Servicios de Telecomunicaciones;Masculino;40;Inglaterra
923877;50;Privado;Casado;Personal administrativo;Masculino;50; 
925377;41;Privado;Casado;Servicios generales;Masculino;40;Nicaragua
926377;27;Privado;Separado;Personal de aseo;Femenino;40;Japon
926677;59;Independiente;Casado;Ventas;Masculino;40;Inglaterra
928177;42;Independiente;Casado;Mantenimiento y Reparaciones generales;Masculino;40;EL Salvador
930677;28;Privado;Soltero;Servicios generales;Masculino;40;Puerto Rico
930777;52;Privado;Casado;Ejecutivo y Gerencial;Masculino;50;Grecia
931577;36;Privado;Soltero;Personal administrativo;Femenino;40;Jamaica
931977;37;Privado;Soltero;Personal especializado;Masculino;40;España
932377;26;Privado;Soltero;Personal especializado;Masculino;3;EL Salvador
933577;22;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
933777;35;Privado;Casado;Ventas;Masculino;40;Ecuador
934077;46;Privado;Divorciado;Ventas;Femenino;40;Cuba
934277;19;Privado;Soltero;Personal administrativo;Masculino;10;Tailandia
934877;59;Privado;Casado;Personal administrativo;Femenino;14;Cuba
936777;19;Privado;Soltero;Apoyo técnico;Femenino;40; 
937277;23;Privado;Soltero;Personal de inspeccion ;Masculino;40;Filipinas
938577;23;Publico-Departamental;Soltero;Ejecutivo y Gerencial;Femenino;40;Polonia
938977;32;Privado;Casado;Servicios de Telecomunicaciones;Masculino;46;Republica Dominicana
939177;60;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
940377;25;Privado;Divorciado;Servicios generales;Masculino;40;Mexico
940577;60;Publico-Municipal;Casado;Servicios generales;Masculino;60;Filipinas
941977;54;Independiente;Casado;Personal especializado;Masculino;50; 
944277;47;Privado;Viudo;Personal de seguridad;Femenino;45;Tailandia
944777;28;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
945377;19;;Soltero;;Femenino;30;Japon
945877;22;Privado;Soltero;Servicios generales;Femenino;40;Filipinas
946477;23;Publico-Nacional;Casado;Personal administrativo;Masculino;40;Vietnam
947177;20;Privado;Soltero;Personal de inspeccion ;Masculino;40;Vietnam
950477;46;Independiente;Casado;Ventas;Masculino;42; 
950577;29;Privado;Separado;Agricultura;Femenino;40;Guatemala
952277;33;Privado;Casado;Ejecutivo y Gerencial;Femenino;42;Canada
952677;33;Privado;Separado;Servicios generales;Femenino;48;China
953477;48;Independiente;Casado;Ventas;Masculino;50;India
953877;26;Privado;Soltero;Servicios generales;Masculino;60; 
955177;40;Independiente;Casado;Mantenimiento y Reparaciones generales;Masculino;66;España
955277;37;Privado;Soltero;Personal de aseo;Femenino;40;Nicaragua
956077;42;Privado;Casado;Servicios generales;Masculino;60; 
958177;35;Publico-Departamental;Soltero;Apoyo técnico;Masculino;28; 
959677;58;Publico-Municipal;Divorciado;Servicios generales;Femenino;40;Haiti
961677;53;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;EL Salvador
961777;32;;Casado;;Masculino;40; 
962577;29;Privado;Casado;Servicios generales;Masculino;40; 
962777;52;;Casado;;Femenino;40;Vietnam
962877;41;Privado;Casado;Agricultura;Femenino;40;Mexico
964677;43;Privado;Casado;Agricultura;Masculino;35;Mexico
964977;43;Privado;Casado;Personal de aseo;Masculino;40;Haiti
965977;57;Privado;Casado;Servicios generales;Masculino;40;Republica Dominicana
966177;37;Publico-Municipal;Casado;Personal administrativo;Masculino;40;Canada
966677;41;Privado;Soltero;Personal de inspeccion ;Femenino;40;Peru
966777;29;Privado;Casado;Personal de inspeccion ;Femenino;38;EL Salvador
971277;48;Privado;Soltero;Servicios generales;Femenino;40;Vietnam
973677;78;Privado;Viudo;Mantenimiento y Reparaciones generales;Masculino;40;España
974077;36;Independiente;Casado;Ventas;Masculino;45; 
974477;33;Independiente;Soltero;Ejecutivo y Gerencial;Masculino;55;Francia
974577;32;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
975577;44;Independiente;Casado;Agricultura;Masculino;40;Mexico
975877;29;Privado;Soltero;Servicios generales;Masculino;20;EL Salvador
977177;78;Privado;Soltero;Personal de inspeccion ;Femenino;35;Republica Dominicana
978077;42;Privado;Separado;Servicios generales;Femenino;21;Haiti
978577;25;Privado;Separado;Personal administrativo;Femenino;40;Jamaica
978677;45;Independiente;Casado;Mantenimiento y Reparaciones generales;Masculino;40; 
979177;51;Privado;Casado;Personal administrativo;Femenino;35;Jamaica
979477;45;Publico-Nacional;Casado;Personal administrativo;Masculino;40;India
980077;52;Privado;Casado;Ejecutivo y Gerencial;Masculino;55; 
980777;66;Privado;Viudo;Personal de seguridad;Femenino;50;Inglaterra
981277;28;Privado;Casado;Personal especializado;Masculino;99;Filipinas
982177;37;Publico-Municipal;Casado;Personal especializado;Masculino;45;Canada
982477;35;Publico-Municipal;Divorciado;Personal especializado;Masculino;40;Puerto Rico
982777;33;Privado;Casado;Personal administrativo;Masculino;60;Iran
982977;64;Publico-Nacional;Casado;Personal especializado;Masculino;50;Colombia
983777;56;Publico-Nacional;Casado;Personal especializado;Masculino;40;China
983877;29;Privado;Casado;Personal de aseo;Femenino;40;Mexico
984077;55;Privado;Divorciado;Personal de seguridad;Femenino;30;Cuba
984277;21;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;35;Mexico
984477;25;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
984977;59;Privado;Viudo;Servicios generales;Femenino;40;Filipinas
985077;18;Privado;Soltero;Servicios generales;Masculino;35; 
985477;22;Privado;Soltero;Personal de seguridad;Femenino;40;EL Salvador
985877;61;Independiente;Casado;Personal especializado;Masculino;50;Inglaterra
986077;43;Independiente;Casado;Ejecutivo y Gerencial;Masculino;50;Filipinas
986177;20;;Soltero;;Femenino;40;España
986777;61;Privado;Casado;Personal especializado;Masculino;40; 
991277;24;Privado;Soltero;Ventas;Masculino;50;España
992077;32;Independiente;Soltero;Ejecutivo y Gerencial;Masculino;70;Cuba
994077;43;Publico-Departamental;Casado;Personal especializado;Masculino;50;India
994677;63;Privado;Casado;Ventas;Masculino;40;Iran
995377;30;Publico-Nacional;Casado;Personal especializado;Masculino;17;España
995877;39;Privado;Soltero;Ventas;Masculino;40;China
996177;19;Privado;Soltero;Personal de inspeccion ;Masculino;40;Mexico
996977;25;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
997477;73;Privado;Casado;Personal de inspeccion ;Masculino;40;Inglaterra
998577;28;Privado;Casado;Mantenimiento y Reparaciones generales;Femenino;48;Guatemala
998677;26;Privado;Soltero;Personal especializado;Masculino;45; 
999977;37;Privado;Casado;Servicios generales;Masculino;53;Mexico
1001277;30;Privado;Soltero;Personal especializado;Masculino;40; 
1002877;28;Privado;Casado;Ejecutivo y Gerencial;Masculino;40;Filipinas
1004377;33;Independiente;Casado;Personal especializado;Masculino;40;Cuba
1004577;42;Privado;Casado;Personal especializado;Masculino;35;Puerto Rico
1006377;38;Privado;Casado;Personal especializado;Masculino;50; 
1009277;29;Publico-Nacional;Casado;Personal especializado;Masculino;20;España
1010877;31;Privado;Casado;Personal administrativo;Masculino;60;India
1012677;47;Independiente;Casado;Personal administrativo;Femenino;35;Iran
1015077;42;Privado;Casado;Ventas;Femenino;40;Puerto Rico
1015577;28;Privado;Soltero;Personal administrativo;Femenino;40;Jamaica
1016877;22;Privado;Soltero;Personal de inspeccion ;Masculino;30;Mexico
1018377;39;Privado;Casado;Ventas;Masculino;26; 
1018577;42;Independiente;Soltero;Personal especializado;Masculino;7; 
1018977;28;Publico-Municipal;Casado;Servicios de Telecomunicaciones;Masculino;40;Hingria
1020677;29;Privado;Casado;Personal de inspeccion ;Masculino;48;Irlanda
1020977;42;Privado;Casado;Servicios generales;Masculino;72;Filipinas
1021977;52;Independiente;Casado;Mantenimiento y Reparaciones generales;Masculino;40; 
1022077;54;Privado;Casado;Ejecutivo y Gerencial;Masculino;60;España
1022877;34;Publico-Nacional;Casado;Personal administrativo;Masculino;20;Italia
1023477;33;Privado;Soltero;Ventas;Masculino;26;España
1024777;55;Privado;Casado;Mantenimiento y Reparaciones generales;Femenino;55;Irlanda
1026477;44;Privado;Separado;Ejecutivo y Gerencial;Masculino;45;Inglaterra
1026577;52;Privado;Casado;Agricultura;Masculino;56;Mexico
1027577;41;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Italia
1027777;55;Privado;Casado;Servicios generales;Masculino;35;Filipinas
1028977;41;Independiente;Casado;Ejecutivo y Gerencial;Masculino;72; 
1030677;33;Privado;Casado;Personal de aseo;Masculino;35;India
1030877;45;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
1031177;59;Privado;Soltero;Personal de inspeccion ;Masculino;40;Republica Dominicana
1031377;48;Privado;Separado;Servicios generales;Femenino;25;Peru
1033377;24;Privado;Casado;Ventas;Masculino;45;Mexico
1033677;43;Privado;Casado;Personal administrativo;Masculino;40;Vietnam
1034277;23;Privado;Soltero;Personal administrativo;Masculino;14;Puerto Rico
1034477;39;Independiente;Divorciado;Mantenimiento y Reparaciones generales;Masculino;60; 
1034677;28;Privado;Soltero;Personal de inspeccion ;Femenino;40;Mexico
1035477;33;Privado;Casado;Servicios generales;Femenino;40; 
1036177;41;Independiente;Divorciado;Personal de aseo;Masculino;40;Peru
1037577;25;Privado;Casado;Personal administrativo;Femenino;40;Vietnam
1037977;26;Privado;Soltero;Ventas;Femenino;40;España
1038777;26;Independiente;Soltero;Personal especializado;Femenino;4;Mexico
1040077;46;Privado;Soltero;Personal administrativo;Femenino;40;Filipinas
1040477;28;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40; 
1040577;39;Privado;Separado;Ventas;Femenino;30;Puerto Rico
1040977;39;Privado;Casado;Personal de inspeccion ;Masculino;40; 
1041177;28;Independiente;Soltero;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
1041377;31;Privado;Soltero;Personal administrativo;Femenino;35;Puerto Rico
1043277;50;Independiente;Casado;Ejecutivo y Gerencial;Masculino;40;Italia
1044377;20;Privado;Soltero;Servicios generales;Masculino;40;Mexico
1045977;51;Independiente;Divorciado;Mantenimiento y Reparaciones generales;Masculino;8;Puerto Rico
1047677;19;;Soltero;;Masculino;20;Inglaterra
1048177;56;Publico-Municipal;Casado;Servicios generales;Masculino;40;China
1053477;38;Privado;Casado;Personal especializado;Masculino;40;Inglaterra
1053577;47;Privado;Casado;Personal de inspeccion ;Masculino;40;Filipinas
1054677;90;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;50;Ecuador
1055077;35;Privado;Divorciado;Ejecutivo y Gerencial;Masculino;40;Mexico
1055477;40;Privado;Casado;Servicios generales;Femenino;40;Puerto Rico
1056077;28;Privado;Soltero;Agricultura;Masculino;77;Mexico
1057577;37;Privado;Separado;Servicios generales;Masculino;40; 
1057677;70;Privado;Viudo;Personal especializado;Femenino;20;Puerto Rico
1059177;35;Privado;Soltero;Personal especializado;Masculino;40;India
1060877;25;Privado;Soltero;Personal administrativo;Femenino;40;Mexico
1062577;52;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;48;Polonia
1063177;33;Privado;Casado;Servicios generales;Femenino;35;Tailandia
1063577;54;Independiente;Casado;Ejecutivo y Gerencial;Masculino;50; 
1064877;42;Publico-Municipal;Casado;Ejecutivo y Gerencial;Masculino;43; 
1066077;65;Publico-Municipal;Casado;Personal especializado;Masculino;4;Grecia
1066277;59;Privado;Casado;Personal especializado;Masculino;40;India
1067577;37;Privado;Casado;Personal especializado;Masculino;40; 
1071577;45;Privado;Casado;Servicios generales;Femenino;25;EL Salvador
1072577;27;Privado;Soltero;Apoyo técnico;Femenino;20;Filipinas
1073777;30;Privado;Casado;Personal especializado;Masculino;20;India
1075477;27;Privado;Casado;Transporte;Masculino;40;Mexico
1076277;33;Privado;Soltero;Personal especializado;Masculino;40;Canada
1076377;45;Independiente;Casado;Ejecutivo y Gerencial;Femenino;70; 
1077177;38;Privado;Casado;Servicios generales;Masculino;40;Filipinas
1077377;43;Independiente;Casado;Ventas;Femenino;60;España
1077877;53;Privado;Soltero;Mantenimiento y Reparaciones generales;Femenino;40; 
1078377;26;Privado;Soltero;Apoyo técnico;Masculino;40; 
1081077;25;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
1083677;30;Privado;Casado;Servicios generales;Femenino;40;Filipinas
1083877;49;;Separado;;Femenino;40;Colombia
1083977;27;Privado;Soltero;Servicios generales;Masculino;60;EL Salvador
1085877;34;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
1088977;25;Privado;Soltero;Servicios generales;Masculino;40;EL Salvador
1091977;20;Privado;Soltero;Personal especializado;Femenino;35;Italia
